Institut,Auftraggeber,Befragte,Datum,Partei,Pct,Land
– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen,– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen,– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen,– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen,Sonstige,– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen,sachsen-anhalt
T: Telefon – telefonische Befragung von zufällig ausgewählten Personen (CATI – Computer Assisted Telephone Interview)O: Online-Panel – internetbasierte Befragung von gezielt ausgewählten Mitgliedern einer Personengruppe (Befragten-Pool)F: Face to face – persönlich-mündliche Befragung von zufällig ausgewählten Personen,T: Telefon – telefonische Befragung von zufällig ausgewählten Personen (CATI – Computer Assisted Telephone Interview)O: Online-Panel – internetbasierte Befragung von gezielt ausgewählten Mitgliedern einer Personengruppe (Befragten-Pool)F: Face to face – persönlich-mündliche Befragung von zufällig ausgewählten Personen,T: Telefon – telefonische Befragung von zufällig ausgewählten Personen (CATI – Computer Assisted Telephone Interview)O: Online-Panel – internetbasierte Befragung von gezielt ausgewählten Mitgliedern einer Personengruppe (Befragten-Pool)F: Face to face – persönlich-mündliche Befragung von zufällig ausgewählten Personen,T: Telefon – telefonische Befragung von zufällig ausgewählten Personen (CATI – Computer Assisted Telephone Interview)O: Online-Panel – internetbasierte Befragung von gezielt ausgewählten Mitgliedern einer Personengruppe (Befragten-Pool)F: Face to face – persönlich-mündliche Befragung von zufällig ausgewählten Personen,Sonstige,T: Telefon – telefonische Befragung von zufällig ausgewählten Personen (CATI – Computer Assisted Telephone Interview)O: Online-Panel – internetbasierte Befragung von gezielt ausgewählten Mitgliedern einer Personengruppe (Befragten-Pool)F: Face to face – persönlich-mündliche Befragung von zufällig ausgewählten Personen,sachsen-anhalt
"AfD = Alternative für DeutschlandCDU = Christlich Demokratische Union DeutschlandsDVU = DEUTSCHE VOLKSUNIONFDP = Freie Demokratische ParteiFW = FREIE WÄHLERGRÜNE = BÜNDNIS 90/DIE GRÜNENLINKE = DIE LINKE, vor Gründung der Partei am 16. Juni 2007 Zahlen für Die Linke.PDS bzw. – vor Umbenennung des LV Sachsen-Anhalt   im Juli 2005 – für die PDS)NPD = Nationaldemokratische Partei DeutschlandsPIRATEN = Piratenpartei DeutschlandRechte = rechte ParteienREP = DIE REPUBLIKANERSCHILL = Partei Rechtsstaatlicher OffensiveSonst. = sonstige ParteienSPD = Sozialdemokratische Partei DeutschlandsTierschutzp. = Tierschutzpartei = PARTEI MENSCH UMWELT TIERSCHUTZ","AfD = Alternative für DeutschlandCDU = Christlich Demokratische Union DeutschlandsDVU = DEUTSCHE VOLKSUNIONFDP = Freie Demokratische ParteiFW = FREIE WÄHLERGRÜNE = BÜNDNIS 90/DIE GRÜNENLINKE = DIE LINKE, vor Gründung der Partei am 16. Juni 2007 Zahlen für Die Linke.PDS bzw. – vor Umbenennung des LV Sachsen-Anhalt   im Juli 2005 – für die PDS)NPD = Nationaldemokratische Partei DeutschlandsPIRATEN = Piratenpartei DeutschlandRechte = rechte ParteienREP = DIE REPUBLIKANERSCHILL = Partei Rechtsstaatlicher OffensiveSonst. = sonstige ParteienSPD = Sozialdemokratische Partei DeutschlandsTierschutzp. = Tierschutzpartei = PARTEI MENSCH UMWELT TIERSCHUTZ","AfD = Alternative für DeutschlandCDU = Christlich Demokratische Union DeutschlandsDVU = DEUTSCHE VOLKSUNIONFDP = Freie Demokratische ParteiFW = FREIE WÄHLERGRÜNE = BÜNDNIS 90/DIE GRÜNENLINKE = DIE LINKE, vor Gründung der Partei am 16. Juni 2007 Zahlen für Die Linke.PDS bzw. – vor Umbenennung des LV Sachsen-Anhalt   im Juli 2005 – für die PDS)NPD = Nationaldemokratische Partei DeutschlandsPIRATEN = Piratenpartei DeutschlandRechte = rechte ParteienREP = DIE REPUBLIKANERSCHILL = Partei Rechtsstaatlicher OffensiveSonst. = sonstige ParteienSPD = Sozialdemokratische Partei DeutschlandsTierschutzp. = Tierschutzpartei = PARTEI MENSCH UMWELT TIERSCHUTZ","AfD = Alternative für DeutschlandCDU = Christlich Demokratische Union DeutschlandsDVU = DEUTSCHE VOLKSUNIONFDP = Freie Demokratische ParteiFW = FREIE WÄHLERGRÜNE = BÜNDNIS 90/DIE GRÜNENLINKE = DIE LINKE, vor Gründung der Partei am 16. Juni 2007 Zahlen für Die Linke.PDS bzw. – vor Umbenennung des LV Sachsen-Anhalt   im Juli 2005 – für die PDS)NPD = Nationaldemokratische Partei DeutschlandsPIRATEN = Piratenpartei DeutschlandRechte = rechte ParteienREP = DIE REPUBLIKANERSCHILL = Partei Rechtsstaatlicher OffensiveSonst. = sonstige ParteienSPD = Sozialdemokratische Partei DeutschlandsTierschutzp. = Tierschutzpartei = PARTEI MENSCH UMWELT TIERSCHUTZ",Sonstige,"AfD = Alternative für DeutschlandCDU = Christlich Demokratische Union DeutschlandsDVU = DEUTSCHE VOLKSUNIONFDP = Freie Demokratische ParteiFW = FREIE WÄHLERGRÜNE = BÜNDNIS 90/DIE GRÜNENLINKE = DIE LINKE, vor Gründung der Partei am 16. Juni 2007 Zahlen für Die Linke.PDS bzw. – vor Umbenennung des LV Sachsen-Anhalt   im Juli 2005 – für die PDS)NPD = Nationaldemokratische Partei DeutschlandsPIRATEN = Piratenpartei DeutschlandRechte = rechte ParteienREP = DIE REPUBLIKANERSCHILL = Partei Rechtsstaatlicher OffensiveSonst. = sonstige ParteienSPD = Sozialdemokratische Partei DeutschlandsTierschutzp. = Tierschutzpartei = PARTEI MENSCH UMWELT TIERSCHUTZ",sachsen-anhalt
,,,,Sonstige,,sachsen-anhalt
Landtagswahl am 20.03.2011,Landtagswahl am 20.03.2011,Landtagswahl am 20.03.2011,Landtagswahl am 20.03.2011,Sonstige,"NPD 4,6 %, FW 2,8 %,TSP 1,6 %, PIR 1,4 %,Sonst. 0,9 %",sachsen-anhalt
Forschungs-gruppe Wahlen,ZDF,1.68008.03.–10.03.,11.03.2011,Sonstige,NPD 5 %Sonst. 5 %,sachsen-anhalt
Infratestdimap,ARD,1.00108.03.–10.03.,10.03.2011,Sonstige,"NPD 5,0 %Sonst. 3,0 %",sachsen-anhalt
Emnid,Focus,1.00011.02.–17.02.,20.02.2011,Sonstige,NPD 5 %Sonst. 3 %,sachsen-anhalt
Infratestdimap,MDR,1.00011.02.–15.02.,17.02.2011,Sonstige,NPD 4 %Sonst. 3 %,sachsen-anhalt
Infratestdimap,MDR,1.00014.01.–18.01.,20.01.2011,Sonstige,NPD 3 %Sonst. 3 %,sachsen-anhalt
Infratestdimap,MDR,1.00116.09.–20.09.,23.09.2010,Sonstige,5 %,sachsen-anhalt
Emnid,DIE LINKELV ST,1.00004.08.–14.08.,25.08.2010,Sonstige,9 %,sachsen-anhalt
Infratestdimap,MDR,1.00011.03.–15.03.,17.03.2010,Sonstige,4 %,sachsen-anhalt
Infratestdimap,MDR,1.00008.05.–12.05.,14.05.2009,Sonstige,NPD 2 %Sonst. 3 %,sachsen-anhalt
Infratestdimap,MDR,1.00010.04.–12.04.,13.04.2007,Sonstige,Rechte 3 %Sonst. 2 %,sachsen-anhalt
IWD,Wirtschafts-spiegel,75007.10.–13.10.,11.11.2006,Sonstige,"Rechte 4,5 %Sonst. 6,2 %",sachsen-anhalt
Landtagswahl am 26.03.2006,Landtagswahl am 26.03.2006,Landtagswahl am 26.03.2006,Landtagswahl am 26.03.2006,Sonstige,"DVU 3,0 %Sonst. 5,1 %",sachsen-anhalt
Emnid,N24,50007.03.–18.03.,21.03.2006,Sonstige,DVU 4 %Sonst. 3 %,sachsen-anhalt
Forschungs-gruppe Wahlen,ZDF,~ 1.00013.03.–16.03.,17.03.2006,Sonstige,DVU 4 %Sonst. 3 %,sachsen-anhalt
Infratestdimap,MDR,1.00013.03.–15.03.,16.03.2006,Sonstige,"DVU 3,5 %Sonst. 1,5 %",sachsen-anhalt
IfM Leipzig,MitteldeutscheZeitung,1.00310.03.–13.03.,14.03.2006,Sonstige,DVU 1 %REP 1 %Sonst. 3 %,sachsen-anhalt
Infratestdimap,MDR,1.00027.02.–01.03.,02.03.2006,Sonstige,5 %,sachsen-anhalt
IWD,Wirtschafts-spiegel,75025.01.–30.01.,28.02.2006,Sonstige,"Rechte 2,1 %Sonst. 3,9 %",sachsen-anhalt
Infratestdimap,MDR,1.00030.01.–01.02.,02.02.2006,Sonstige,DVU 2 %NPD 2 %Sonst. 2 %,sachsen-anhalt
Infratestdimap,MDR,1.00009.12.–13.12.,15.12.2005,Sonstige,4 %,sachsen-anhalt
dimap,MDR,2.500,25.11.2005,Sonstige,4 %,sachsen-anhalt
IWD,Wirtschafts-spiegel,75009.08.–15.08.,05.09.2005,Sonstige,"Rechte 2,0 %Sonst. 4,0 %",sachsen-anhalt
IWD,Wirtschafts-spiegel,75008.04.–18.04.,02.05.2005,Sonstige,7 %,sachsen-anhalt
dimap,MDR,1.008,18.04.2005,Sonstige,4 %,sachsen-anhalt
Infratestdimap,MDR,1.00014.01.–19.01.,24.01.2005,Sonstige,5 %,sachsen-anhalt
IWD,Wirtschafts-spiegel,"754
 Oktober",02.11.2004,Sonstige,"Rechte 3,7 %Sonst. 7,2 %",sachsen-anhalt
IWD,Wirtschafts-spiegel,750April,04.05.2004,Sonstige,"1,4 %",sachsen-anhalt
IfM Leipzig,MitteldeutscheZeitung,1.00901.03.–02.03.,05.03.2004,Sonstige,2 %,sachsen-anhalt
IWD,MagdeburgerVolksstimme,75013.10.–14.10.,04.11.2003,Sonstige,"11,2 %",sachsen-anhalt
IWD,MitteldeutscheZeitung,75001.04.–09.04.,07.05.2003,Sonstige,"8,3 %",sachsen-anhalt
IWD,MagdeburgerVolksstimme,,06.11.2002,Sonstige,"2,6 %",sachsen-anhalt
Landtagswahl am 21.04.2002,Landtagswahl am 21.04.2002,Landtagswahl am 21.04.2002,Landtagswahl am 21.04.2002,Sonstige,"SCHILL 4,5 %Sonst. 2,5 %",sachsen-anhalt
Forsa,MagdeburgerVolksstimme,,19.04.2002,Sonstige,SCHILL 6 %Sonst. 2 %,sachsen-anhalt
Infratestdimap,MDR,1.00005.04.–09.04.,11.04.2002,Sonstige,SCHILL 5 %Sonst. 4 %,sachsen-anhalt
Emnid,n-tv,,28.03.2002,Sonstige,SCHILL 5 %Sonst. 2 %,sachsen-anhalt
Forschungs-gruppe Wahlen,MagdeburgerVolksstimme,,15.03.2002,Sonstige,SCHILL 4 %Sonst. 3 %,sachsen-anhalt
Infratestdimap,MDR,1.00021.02.–26.02.,28.02.2002,Sonstige,SCHILL 4 %Sonst. 2 %,sachsen-anhalt
IfM Leipzig,MitteldeutscheZeitung,,25.02.2002,Sonstige,SCHILL 2%Sonst. 1 %,sachsen-anhalt
Forsa,Die Woche,,24.01.2002,Sonstige,SCHILL 2 %Sonst. 2 %,sachsen-anhalt
Uni Halle,SPD,,17.01.2002,Sonstige,"SCHILL 1,8 %Sonst. 0,2 %",sachsen-anhalt
Infratestdimap,MDR,1.00011.12.–16.12.,18.12.2001,Sonstige,SCHILL 3 %DVU 2 %Sonst. 2 %,sachsen-anhalt
Uni Halle,SPD,,28.08.2001,Sonstige,"0,8 %",sachsen-anhalt
Landtagswahl am 26.04.1998,Landtagswahl am 26.04.1998,Landtagswahl am 26.04.1998,Landtagswahl am 26.04.1998,Sonstige,"DVU 12,9 %Sonst. 2,1 %",sachsen-anhalt
Infratestdimap,MDR,,23.04.1998,Sonstige,DVU 6 %Sonst. 1 %,sachsen-anhalt
Forsa,ProSieben,,20.04.1998,Sonstige,DVU 6 %Sonst. 5 %,sachsen-anhalt
Polis,FOCUS,,20.04.1998,Sonstige,DVU/REP 6 %Sonst. 3 %,sachsen-anhalt
Infratestdimap,MDR,,09.04.1998,Sonstige,5 %,sachsen-anhalt
Forschungs-gruppe Wahlen,ZDF,1.03431.03.–02.04.,03.04.1998,Sonstige,6 %,sachsen-anhalt
Forsa,Die Woche,,02.04.1998,Sonstige,REP 3 %Sonst. 2 %,sachsen-anhalt
Forsa,Die Woche,1.00011.03.–16.03.,18.03.1998,Sonstige,REP 4 %Sonst. 2 %,sachsen-anhalt
Infratestdimap,MDR,1.000,12.03.1998,Sonstige,5 %,sachsen-anhalt
Infratestdimap,MDR,1.00019.01.–25.01.,29.01.1998,Sonstige,3 %,sachsen-anhalt
Institut,Auftraggeber,Befragte,Datum,CDU,CDU,schleswig-holstein
– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen,– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen,– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen,– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen,CDU,– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen,schleswig-holstein
INSA,BILD,TOM • 1.00228.01.–04.02.,08.02.2019,CDU,30 %,schleswig-holstein
Infratestdimap,NDR,T • 1.00212.04.–18.04.,20.04.2018,CDU,34 %,schleswig-holstein
Landtagswahl am 07.05.2017 (vorläufig),Landtagswahl am 07.05.2017 (vorläufig),Landtagswahl am 07.05.2017 (vorläufig),Landtagswahl am 07.05.2017 (vorläufig),CDU,"32,0 %",schleswig-holstein
Forschungs-gruppe Wahlen,ZDF,T • 1.81402.05.–04.05.,04.05.2017,CDU,32 %,schleswig-holstein
INSA,BILD,T • 1.00426.04.–28.04.,29.04.2017,CDU,33 %,schleswig-holstein
Infratestdimap,ARD,T • 1.00325.04.–26.04.,27.04.2017,CDU,32 %,schleswig-holstein
Forschungs-gruppe Wahlen,ZDF,T • 1.00124.04.–26.04.,27.04.2017,CDU,32 %,schleswig-holstein
Infratestdimap,NDR,T • 1.00218.04.–19.04.,20.04.2017,CDU,31 %,schleswig-holstein
Infratestdimap,NDR,T • 1.00230.03.–04.04.,06.04.2017,CDU,30 %,schleswig-holstein
Infratestdimap,NDR,T • 1.00009.03.–14.03.,16.03.2017,CDU,27 %,schleswig-holstein
Infratestdimap,NDR,T • 1.00102.12.–06.12.,09.12.2016,CDU,34 %,schleswig-holstein
INSA,BILD,T • 1.00006.10.–14.10.,19.10.2016,CDU,26 %,schleswig-holstein
Forsa,Lübecker undKieler Nachrichten,T • 1.00106.04.–12.04.,16.04.2016,CDU,28 %,schleswig-holstein
Infratestdimap,NDR,T • 1.00227.10.–29.10.,31.10.2014,CDU,34 %,schleswig-holstein
Infratestdimap,NDR,T • 1.00302.05.–05.05.,07.05.2013,CDU,34 %,schleswig-holstein
Landtagswahl am 06.05.2012,Landtagswahl am 06.05.2012,Landtagswahl am 06.05.2012,Landtagswahl am 06.05.2012,CDU,"30,8 %",schleswig-holstein
Institut,Auftraggeber,Befragte,Datum,SPD,SPD,schleswig-holstein
– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen,– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen,– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen,– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen,SPD,– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen,schleswig-holstein
INSA,BILD,TOM • 1.00228.01.–04.02.,08.02.2019,SPD,20 %,schleswig-holstein
Infratestdimap,NDR,T • 1.00212.04.–18.04.,20.04.2018,SPD,22 %,schleswig-holstein
Landtagswahl am 07.05.2017 (vorläufig),Landtagswahl am 07.05.2017 (vorläufig),Landtagswahl am 07.05.2017 (vorläufig),Landtagswahl am 07.05.2017 (vorläufig),SPD,"27,2 %",schleswig-holstein
Forschungs-gruppe Wahlen,ZDF,T • 1.81402.05.–04.05.,04.05.2017,SPD,29 %,schleswig-holstein
INSA,BILD,T • 1.00426.04.–28.04.,29.04.2017,SPD,29 %,schleswig-holstein
Infratestdimap,ARD,T • 1.00325.04.–26.04.,27.04.2017,SPD,31 %,schleswig-holstein
Forschungs-gruppe Wahlen,ZDF,T • 1.00124.04.–26.04.,27.04.2017,SPD,30 %,schleswig-holstein
Infratestdimap,NDR,T • 1.00218.04.–19.04.,20.04.2017,SPD,33 %,schleswig-holstein
Infratestdimap,NDR,T • 1.00230.03.–04.04.,06.04.2017,SPD,33 %,schleswig-holstein
Infratestdimap,NDR,T • 1.00009.03.–14.03.,16.03.2017,SPD,33 %,schleswig-holstein
Infratestdimap,NDR,T • 1.00102.12.–06.12.,09.12.2016,SPD,26 %,schleswig-holstein
INSA,BILD,T • 1.00006.10.–14.10.,19.10.2016,SPD,31 %,schleswig-holstein
Forsa,Lübecker undKieler Nachrichten,T • 1.00106.04.–12.04.,16.04.2016,SPD,28 %,schleswig-holstein
Infratestdimap,NDR,T • 1.00227.10.–29.10.,31.10.2014,SPD,29 %,schleswig-holstein
Infratestdimap,NDR,T • 1.00302.05.–05.05.,07.05.2013,SPD,31 %,schleswig-holstein
Landtagswahl am 06.05.2012,Landtagswahl am 06.05.2012,Landtagswahl am 06.05.2012,Landtagswahl am 06.05.2012,SPD,"30,4 %",schleswig-holstein
Institut,Auftraggeber,Befragte,Datum,GRÜNE,GRÜNE,schleswig-holstein
– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen,– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen,– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen,– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen,GRÜNE,– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen,schleswig-holstein
INSA,BILD,TOM • 1.00228.01.–04.02.,08.02.2019,GRÜNE,22 %,schleswig-holstein
Infratestdimap,NDR,T • 1.00212.04.–18.04.,20.04.2018,GRÜNE,18 %,schleswig-holstein
Landtagswahl am 07.05.2017 (vorläufig),Landtagswahl am 07.05.2017 (vorläufig),Landtagswahl am 07.05.2017 (vorläufig),Landtagswahl am 07.05.2017 (vorläufig),GRÜNE,"12,9 %",schleswig-holstein
Forschungs-gruppe Wahlen,ZDF,T • 1.81402.05.–04.05.,04.05.2017,GRÜNE,12 %,schleswig-holstein
INSA,BILD,T • 1.00426.04.–28.04.,29.04.2017,GRÜNE,12 %,schleswig-holstein
Infratestdimap,ARD,T • 1.00325.04.–26.04.,27.04.2017,GRÜNE,12 %,schleswig-holstein
Forschungs-gruppe Wahlen,ZDF,T • 1.00124.04.–26.04.,27.04.2017,GRÜNE,12 %,schleswig-holstein
Infratestdimap,NDR,T • 1.00218.04.–19.04.,20.04.2017,GRÜNE,12 %,schleswig-holstein
Infratestdimap,NDR,T • 1.00230.03.–04.04.,06.04.2017,GRÜNE,12 %,schleswig-holstein
Infratestdimap,NDR,T • 1.00009.03.–14.03.,16.03.2017,GRÜNE,14 %,schleswig-holstein
Infratestdimap,NDR,T • 1.00102.12.–06.12.,09.12.2016,GRÜNE,15 %,schleswig-holstein
INSA,BILD,T • 1.00006.10.–14.10.,19.10.2016,GRÜNE,13 %,schleswig-holstein
Forsa,Lübecker undKieler Nachrichten,T • 1.00106.04.–12.04.,16.04.2016,GRÜNE,16 %,schleswig-holstein
Infratestdimap,NDR,T • 1.00227.10.–29.10.,31.10.2014,GRÜNE,15 %,schleswig-holstein
Infratestdimap,NDR,T • 1.00302.05.–05.05.,07.05.2013,GRÜNE,15 %,schleswig-holstein
Landtagswahl am 06.05.2012,Landtagswahl am 06.05.2012,Landtagswahl am 06.05.2012,Landtagswahl am 06.05.2012,GRÜNE,"13,2 %",schleswig-holstein
Institut,Auftraggeber,Befragte,Datum,FDP,FDP,schleswig-holstein
– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen,– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen,– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen,– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen,FDP,– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen,schleswig-holstein
INSA,BILD,TOM • 1.00228.01.–04.02.,08.02.2019,FDP,9 %,schleswig-holstein
Infratestdimap,NDR,T • 1.00212.04.–18.04.,20.04.2018,FDP,8 %,schleswig-holstein
Landtagswahl am 07.05.2017 (vorläufig),Landtagswahl am 07.05.2017 (vorläufig),Landtagswahl am 07.05.2017 (vorläufig),Landtagswahl am 07.05.2017 (vorläufig),FDP,"11,5 %",schleswig-holstein
Forschungs-gruppe Wahlen,ZDF,T • 1.81402.05.–04.05.,04.05.2017,FDP,11 %,schleswig-holstein
INSA,BILD,T • 1.00426.04.–28.04.,29.04.2017,FDP,10 %,schleswig-holstein
Infratestdimap,ARD,T • 1.00325.04.–26.04.,27.04.2017,FDP,"8,5 %",schleswig-holstein
Forschungs-gruppe Wahlen,ZDF,T • 1.00124.04.–26.04.,27.04.2017,FDP,9 %,schleswig-holstein
Infratestdimap,NDR,T • 1.00218.04.–19.04.,20.04.2017,FDP,9 %,schleswig-holstein
Infratestdimap,NDR,T • 1.00230.03.–04.04.,06.04.2017,FDP,9 %,schleswig-holstein
Infratestdimap,NDR,T • 1.00009.03.–14.03.,16.03.2017,FDP,9 %,schleswig-holstein
Infratestdimap,NDR,T • 1.00102.12.–06.12.,09.12.2016,FDP,9 %,schleswig-holstein
INSA,BILD,T • 1.00006.10.–14.10.,19.10.2016,FDP,12 %,schleswig-holstein
Forsa,Lübecker undKieler Nachrichten,T • 1.00106.04.–12.04.,16.04.2016,FDP,9 %,schleswig-holstein
Infratestdimap,NDR,T • 1.00227.10.–29.10.,31.10.2014,FDP,3 %,schleswig-holstein
Infratestdimap,NDR,T • 1.00302.05.–05.05.,07.05.2013,FDP,6 %,schleswig-holstein
Landtagswahl am 06.05.2012,Landtagswahl am 06.05.2012,Landtagswahl am 06.05.2012,Landtagswahl am 06.05.2012,FDP,"8,2 %",schleswig-holstein
Institut,Auftraggeber,Befragte,Datum,LINKE,LINKE,schleswig-holstein
– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen,– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen,– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen,– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen,LINKE,– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen,schleswig-holstein
INSA,BILD,TOM • 1.00228.01.–04.02.,08.02.2019,LINKE,5 %,schleswig-holstein
Infratestdimap,NDR,T • 1.00212.04.–18.04.,20.04.2018,LINKE,6 %,schleswig-holstein
Landtagswahl am 07.05.2017 (vorläufig),Landtagswahl am 07.05.2017 (vorläufig),Landtagswahl am 07.05.2017 (vorläufig),Landtagswahl am 07.05.2017 (vorläufig),LINKE,"3,8 %",schleswig-holstein
Forschungs-gruppe Wahlen,ZDF,T • 1.81402.05.–04.05.,04.05.2017,LINKE,"4,5 %",schleswig-holstein
INSA,BILD,T • 1.00426.04.–28.04.,29.04.2017,LINKE,5 %,schleswig-holstein
Infratestdimap,ARD,T • 1.00325.04.–26.04.,27.04.2017,LINKE,"4,5 %",schleswig-holstein
Forschungs-gruppe Wahlen,ZDF,T • 1.00124.04.–26.04.,27.04.2017,LINKE,5 %,schleswig-holstein
Infratestdimap,NDR,T • 1.00218.04.–19.04.,20.04.2017,LINKE,4 %,schleswig-holstein
Infratestdimap,NDR,T • 1.00230.03.–04.04.,06.04.2017,LINKE,4 %,schleswig-holstein
Infratestdimap,NDR,T • 1.00009.03.–14.03.,16.03.2017,LINKE,4 %,schleswig-holstein
Infratestdimap,NDR,T • 1.00102.12.–06.12.,09.12.2016,LINKE,5 %,schleswig-holstein
INSA,BILD,T • 1.00006.10.–14.10.,19.10.2016,LINKE,4 %,schleswig-holstein
Forsa,Lübecker undKieler Nachrichten,T • 1.00106.04.–12.04.,16.04.2016,LINKE,3 %,schleswig-holstein
Infratestdimap,NDR,T • 1.00227.10.–29.10.,31.10.2014,LINKE,5 %,schleswig-holstein
Infratestdimap,NDR,T • 1.00302.05.–05.05.,07.05.2013,LINKE,3 %,schleswig-holstein
Landtagswahl am 06.05.2012,Landtagswahl am 06.05.2012,Landtagswahl am 06.05.2012,Landtagswahl am 06.05.2012,LINKE,"2,3 %",schleswig-holstein
Institut,Auftraggeber,Befragte,Datum,SSW,SSW,schleswig-holstein
– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen,– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen,– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen,– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen,SSW,– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen,schleswig-holstein
INSA,BILD,TOM • 1.00228.01.–04.02.,08.02.2019,SSW,3 %,schleswig-holstein
Infratestdimap,NDR,T • 1.00212.04.–18.04.,20.04.2018,SSW,3 %,schleswig-holstein
Landtagswahl am 07.05.2017 (vorläufig),Landtagswahl am 07.05.2017 (vorläufig),Landtagswahl am 07.05.2017 (vorläufig),Landtagswahl am 07.05.2017 (vorläufig),SSW,"3,3 %",schleswig-holstein
Forschungs-gruppe Wahlen,ZDF,T • 1.81402.05.–04.05.,04.05.2017,SSW,3 %,schleswig-holstein
INSA,BILD,T • 1.00426.04.–28.04.,29.04.2017,SSW,4 %,schleswig-holstein
Infratestdimap,ARD,T • 1.00325.04.–26.04.,27.04.2017,SSW,3 %,schleswig-holstein
Forschungs-gruppe Wahlen,ZDF,T • 1.00124.04.–26.04.,27.04.2017,SSW,3 %,schleswig-holstein
Infratestdimap,NDR,T • 1.00218.04.–19.04.,20.04.2017,SSW,3 %,schleswig-holstein
Infratestdimap,NDR,T • 1.00230.03.–04.04.,06.04.2017,SSW,3 %,schleswig-holstein
Infratestdimap,NDR,T • 1.00009.03.–14.03.,16.03.2017,SSW,3 %,schleswig-holstein
Infratestdimap,NDR,T • 1.00102.12.–06.12.,09.12.2016,SSW,3 %,schleswig-holstein
INSA,BILD,T • 1.00006.10.–14.10.,19.10.2016,SSW,4 %,schleswig-holstein
Forsa,Lübecker undKieler Nachrichten,T • 1.00106.04.–12.04.,16.04.2016,SSW,4 %,schleswig-holstein
Infratestdimap,NDR,T • 1.00227.10.–29.10.,31.10.2014,SSW,3 %,schleswig-holstein
Infratestdimap,NDR,T • 1.00302.05.–05.05.,07.05.2013,SSW,4 %,schleswig-holstein
